Composite Ticker,Composite Name,RIC,Bloomberg Symbol,FutVal,Exchange,52 Week Price Range,AveVol,NAV Date,NAV,AUM,Market Cap,Leverage,Inception Date,Expense Ratio,MorningStar Category,ETF Type,Total Holdings,YTD Return,1 month Return,1 Year Return,3 Year Return,Percent Above Constituent's 200 Day Moving Average,Advances,Declines,Advancing Volume,Declining Volume,New 1 Year Highs,New 1 Year Lows,FutVal,FutVal,FutVal,FutVal,FutVal,CUSIP,ISIN,Description
GNR,SPDR S & P Global Natural Resources ETF,GNR,GNR:US,,NYSEArca,33.58 - 34.69,390908,04/14/2020,34.151841,827328348,822883500,1,2010-09-13,0.40,,Global Equity ETF,107,,,,,na,na,na,na,na,na,na,,,,,,78463X541,B67PZT3,The investment seeks investment results that  before fees and expenses  correspond generally to the total return performance of the S&amp;P Global Natural Resources Index.  The fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is comprised of 90 of the largest U.S. and foreign publicly aded companies  based on market capitalization  in natural resources and commodities businesses that meet certain investability requirements. The fund is non-diversified.
XHE,SPDR S & P Health Care Equipment ETF,XHE,XHE:US,,NYSEArca,75.08 - 77.33,51550,04/14/2020,75.746621,435543071,441884500,1,2011-01-26,0.35,,US Equity ETF,69,,,,,na,na,na,na,na,na,na,,,,,,78464A581,B3LJG20,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index derived from the health care equipment and supplies segment of a U.S. total market composite index.  In seeking to track the performance of the S&amp;P Health Care Equipment Select Indusy Index (the 'index')  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index represents the health care equipment segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
XHS,SPDR S & P Health Care Services ETF,XHS,XHS:US,,NYSEArca,60.52 - 61.40,9785,04/14/2020,59.557192,72064202,72032994,1,2011-09-28,0.35,,US Equity ETF,50,,,,,na,na,na,na,na,na,na,,,,,,78464A573,B59MLK8,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index derived from the health care providers and services segment of a U.S. total market composite index.  In seeking to track the performance of the S&amp;P Health Care Services Select Indusy Index (the 'index')  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index represents the health care services segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
XHB,SPDR S & P Homebuilders ETF,XHB,XHB:US,,NYSEArca,33.31 - 34.85,2537998,04/14/2020,32.259853,470994370,466446516.5,1,2006-01-31,0.35,,US Equity ETF,36,,,,,na,na,na,na,na,na,na,,,,,,78464A888,B0Y90L3,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index derived from the homebuilding segment of a U.S. total market composite index.  In seeking to track the performance of the S&amp;P Homebuilders Select Indusy Index (the 'index')  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index represents the homebuilders segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
KIE,SPDR S & P Insurance ETF,KIE,KIE:US,,NYSEArca,26.86 - 27.92,358419,04/14/2020,26.810079,632717864,637602000,1,2005-11-08,0.35,,US Equity ETF,52,,,,,na,na,na,na,na,na,na,,,,,,78464A789,B0Q4PJ9,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index that acks the performance of publicly aded companies in the insurance indusy.  In seeking to track the performance of the S&amp;P Insurance Select Indusy Index (the 'index')  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index represents the insurance segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
DWX,SPDR S & P International Dividend ETF,DWX,DWX:US,,NYSEArca,31.33 - 31.78,156638,04/14/2020,31.504621,601780036,600736702.7,1,2008-02-12,0.45,,Global Fixed Income ETF,116,,,,,na,na,na,na,na,na,na,,,,,,78463X772,B2PPXH1,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of the S&amp;P International Dividend Opportunities     Index.  The fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is designed to measure the performance of 100 high-yielding international common stocks. The fund is non-diversified.
GWX,SPDR S & P International Small Cap ETF,GWX,GWX:US,,NYSEArca,23.75 - 24.17,281696,04/14/2020,23.868106,589542218,588601000,1,2007-04-20,0.40,,Global Equity ETF,2367,,,,,na,na,na,na,na,na,na,,,,,,78463X871,B1WLDT7,The investment seeks investment results that  before fees and expenses  correspond generally to the total return performance of the S&amp;P Developed Ex-U.S. under USD2 Billion Index.  The fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a market capitalization weighted index designed to define and measure the investable universe of publicly aded small-cap companies  as defined by the index  domiciled in developed counies outside the United States. It is non-diversified.
MDY,SPDR S & P MIDCAP 400 ETF,MDY,MDY:US,,NYSEArca,284.33 - 293.43,1937416,04/14/2020,279.95,13064247314,13051065002,1,1995-05-04,0.23,,US Equity ETF,401,,,,,na,na,na,na,na,na,na,,,,,,78467Y107,2550688,The investment seeks to provide investment results that  before expenses  correspond generally to the price and yield performance of the S&amp;P MidCap 400   Index   .  The Trust seeks to achieve its investment objective by holding a portfolio of the common stocks that are included in the index (the    Portfolio   )  with the weight of each stock in the Portfolio substantially corresponding to the weight of such stock in the index. The index is composed of four hundred (400) selected stocks  all of which are listed on national stock exchanges  and span a broad range of major indusy groups.
NANR,SPDR S & P North American Natural Resources ETF,NANR.K,NANR:US,,NYSEArca,25.10 - 25.98,193358,04/14/2020,26.025271,500335835,500426750,1,2015-12-15,0.35,,US Equity ETF,42,,,,,na,na,na,na,na,na,na,,,,,,78463X152,BZ77Y84,The investment seeks to track the performance of the S&amp;P BMI North American Natural Resources Index.  The fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index comprises publicly aded large- and mid-capitalization U.S. and Canadian companies in the natural resources and commodities businesses that meet certain investability requirements and are classified within the sub-indusies of one of three natural resources categories: energy  metals &amp; mining or agriculture. The fund is non-diversified.
XES,SPDR S & P Oil & Gas Equipment & Services ETF,XES,XES:US,,NYSEArca,25.63 - 29.70,191796,04/14/2020,26.971705,65136668,58276800,1,2006-06-19,0.35,,US Equity ETF,33,,,,,na,na,na,na,na,na,na,,,,,,78468R549,BMFFM29,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index derived from the oil and gas equipment and services segment of a U.S. total market composite index.  In seeking to track the performance of the S&amp;P Oil &amp; Gas Equipment &amp; Services Select Indusy Index  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index represents the oil and gas equipment and services segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
KRE,SPDR S & P Regional Banking ETF,KRE,KRE:US,,NYSEArca,35.82 - 37.56,9367579,04/14/2020,35.239698,1173573038,1059954673,1,2006-06-19,0.35,,US Equity ETF,124,,,,,na,na,na,na,na,na,na,,,,,,78464A698,B17N7T6,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index derived from the regional banking segment of the U.S. banking indusy.  In seeking to track the performance of the S&amp;P Regional Banks Select Indusy Index (the 'index')  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index represents the regional banks segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
XNTK,SPDR SPDR NYSE Technology ETF,XNTK.K,XNTK:US,,NYSEArca,76.41 - 78.31,42706,04/14/2020,78.367049, ,309522940.3,1,2000-09-25,0.35,,US Equity ETF,37,,,,,na,na,na,na,na,na,na,,,,,,78464A102,2724223,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of the NYSE Technology Index that acks the performance of publicly aded technology companies.  The fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. It may invest in equity securities that are not included in the index  cash and cash equivalents or money market insuments  such as repurchase agreements and money market funds. The index is composed of 35 leading U.S.-listed technology-related companies. The fund is non-diversified.
XWEB,SPDR SPDR S & P Internet ETF,XWEB.K,XWEB:US,,NYSEArca,70.80 - 71.65,3074,04/14/2020,70.774425, ,12038414,1,2016-06-27,0.35,,US Equity ETF,44,,,,,na,na,na,na,na,na,na,,,,,,78468R127,BDFVXW1,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of the S&amp;P Internet Select Indusy Index.  The fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. In addition  it may invest in equity securities that are not included in the index  cash and cash equivalents or money market insuments  such as repurchase agreements and money market funds (including money market funds advised by the Adviser). The index represents the internet segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
XME,SPDR SPDR S & P Metals & Mining ETF,XME,XME:US,,NYSEArca,17.95 - 18.80,2683322,04/14/2020,18.572872,286955144,289384266.5,1,2006-06-19,0.35,,US Equity ETF, 28,,,,, 2.10703750526759E-04, 0, 0, 1.26480805335359E-321, 1.26480805335359E-321, 0, 0,,,,,,78464A755,B17N7K7,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index derived from the metals and mining segment of a U.S. total market composite index.  In seeking to track the performance of the S&amp;P Metals &amp; Mining Select Indusy Index (the 'index')  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index represents the metals and mining segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
XOP,SPDR SPDR S & P Oil & Gas Exploration & Production ETF,XOP,XOP:US,,NYSEArca,39.43 - 45.54,13654564,04/14/2020,41.994146,1728059108,1683332500,1,2006-06-19,0.35,,US Equity ETF,58,,,,,na,na,na,na,na,na,na,,,,,,78468R556,BMFFM30,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index derived from the oil and gas exploration and production segment of a U.S. total market composite index.  In seeking to track the performance of the S&amp;P Oil &amp; Gas Exploration &amp; Production Select Indusy Index  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index represents the oil and gas exploration and production segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
XPH,SPDR SPDR S & P Pharmaceuticals ETF,XPH,XPH:US,,NYSEArca,38.12 - 38.51,133900,04/14/2020,37.976257,201284416,199510260,1,2006-06-19,0.35,,US Equity ETF,42,,,,,na,na,na,na,na,na,na,,,,,,78464A722,B17N7P2,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index derived from the pharmaceuticals segment of a U.S. total market composite index.  In seeking to track the performance of the S&amp;P Pharmaceuticals Select Indusy Index (the 'index')  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index represents the pharmaceuticals segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
XRT,SPDR SPDR S & P Retail ETF,XRT,XRT:US,,NYSEArca,33.09 - 34.40,6384748,04/14/2020,33.264864,196270215,274567521.3,1,2006-06-19,0.35,,US Equity ETF,89,,,,,na,na,na,na,na,na,na,,,,,,78464A714,B17N7R4,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index derived from the retail segment of a U.S. total market composite index.  In seeking to track the performance of the S&amp;P Retail Select Indusy Index (the 'index')  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index represents the retail segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
XSD,SPDR SPDR S & P Semiconductor ETF,XSD,XSD:US,,NYSEArca,88.91 - 92.94,139704,04/14/2020,90.919791,365952159,365751750,1,2006-01-31,0.35,,US Equity ETF,38,,,,,na,na,na,na,na,na,na,,,,,,78464A862,B0Y90M4,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index derived from the semiconductor segment of a U.S. total market composite index.  In seeking to track the performance of the S&amp;P Semiconductor Select Indusy Index (the 'index')  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index represents the semiconductors segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
XSW,SPDR SPDR S & P Software & Services ETF,XSW,XSW:US,,NYSEArca,85.83 - 88.11,42403,04/14/2020,85.914123,179560517,178880000,1,2011-09-28,0.35,,US Equity ETF,165,,,,,na,na,na,na,na,na,na,,,,,,78464A599,B4P3Z51,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index derived from the computer software segment of a U.S. total market composite index.  In seeking to track the performance of the S&amp;P Software &amp; Services Select Indusy Index (the 'index')  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index represents the software and services segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
XTH,SPDR SPDR S & P Technology Hardware ETF,XTH,XTH:US,,NYSEArca,63.12 - 64.31,1348,04/14/2020,62.092743, ,2477340,1,2016-06-27,0.35,,US Equity ETF,39,,,,,na,na,na,na,na,na,na,,,,,,78468R119,BDFVXP4,The investment seeks to track the performance of the S&amp;P Technology Hardware Select Indusy Index (the 'index').  Under normal market conditions  the fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. In addition  it may invest in equity securities that are not included in the index  cash and cash equivalents or money market insuments  such as repurchase agreements and money market funds (including money market funds advised by the Adviser). The index represents the technology hardware segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
XTL,SPDR SPDR S & P Telecom ETF,XTL,XTL:US,,NYSEArca,64.18 - 65.33,9424,04/14/2020,63.714721,43007437,42975225,1,2011-01-26,0.35,,US Equity ETF,42,,,,,na,na,na,na,na,na,na,,,,,,78464A540,B60NKK0,SPDR S&P Telecom ETF is an exchange-traded fund incorporated in the USA. The Fund's objective is to replicate as closely as possible the performance of the S&P Telecom Select Industry Index.
XTN,SPDR SPDR S & P Transportation ETF,XTN,XTN:US,,NYSEArca,60.44 - 60.64,11818,04/14/2020,44.829668,91900819,92086000,1,2011-01-26,0.35,,US Equity ETF,45,,,,,na,na,na,na,na,na,na,,,,,,78464A532,B578454,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index derived from the ansportation segment of a U.S. total market composite index.  In seeking to track the performance of the S&amp;P Transportation Select Indusy Index (the 'index')  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index represents the ansportation segment of the S&amp;P Total Market Index ('S&amp;P TMI'). The fund is non-diversified.
SHE,SPDR SSGA Gender Diversity Index ETF,SHE,SHE:US,,NYSEArca,63.73 - 64.92,14695,04/14/2020,63.188268,113738882,113793480,1,2016-03-07,0.20,,US Equity ETF,175,,,,,na,na,na,na,na,na,na,,,,,,78468R747,BYXV900,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of the SSGA Gender Diversity Index  which acks U.S. companies that are leaders in advancing women through gender diversity on their boards of directors and in management.  Under normal market conditions  the fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. In addition  it may invest in equity securities that are not included in the index  cash and cash equivalents or money market insuments. The fund is non-diversified.
GAL,SPDR SSGA Global Allocation ETF,GAL,GAL:US,,NYSEArca,34.36 - 34.67,11046,04/14/2020,34.268264,226855908,228389200,1,2012-04-25,0.35,,US Fund of Funds,24,,,,,na,na,na,na,na,na,na,,,,,,78467V400,B8CM9Q8,The investment seeks to provide capital appreciation.  The Adviser primarily invests the assets of the fund among exchange aded products ('ETPs') that provide balanced exposure to domestic and international debt and equity securities. The fund typically allocates approximately 60% of its assets to equity securities  though this percentage can vary based on the Adviser's tactical decisions.
INKM,SPDR SSGA Income Allocation ETF,INKM.K,INKM:US,,NYSEArca,29.11 - 29.63,58104,04/14/2020,29.047671,110381150,108968625,1,2012-04-25,0.50,,Income Allocation ETF,17,,,,,na,na,na,na,na,na,na,,,,,,78467V202,B8CM9N5,The investment seeks to provide total return by focusing on investments in income and yield-generating assets.  The Adviser primarily invests the assets of the fund among ETPs that provide exposure to five primary asset classes: (i) domestic and international equity securities; (ii) domestic and international investment-grade and high yield debt securities; (iii) hybrid equity/debt securities; (iv) first lien senior secured floating rate bank loans  commonly referred to as 'Senior Loans'; and (v) REITs  including equity REITs and mortgage REITs.
RLY,SPDR SSGA Multi-Asset Real Return ETF,RLY,RLY:US,,NYSEArca,20.01 - 20.37,41340,04/14/2020,20.250191, ,62557050,1,2012-04-25,0.50,,US Asset Allocation ETF,13,,,,,na,na,na,na,na,na,na,,,,,,78467V103,B8CM9M4,The investment seeks to achieve real return consisting of capital appreciation and current income.  Under normal circumstances  the Adviser invests at least 80% of the net assets of the fund among ETPs that provide exposure to the following primary asset classes: (i) inflation protected securities issued by the United States government  its agencies and/or insumentalities  as well as inflation protected securities issued by foreign governments  agencies  and/or insumentalities; (ii) domestic and international real estate securities; (iii) commodities; and (iv) publicly-aded companies in natural resources and/or commodities businesses.
ULST,SPDR SSGA Ultra Short Term Bond ETF,ULST.K,ULST:US,,NYSEArca,39.24 - 39.38,140704,04/14/2020,39.506855,158977538,274675500,1,2013-10-09,0.20,,US Fixed Income ETF,162,,,,,na,na,na,na,na,na,na,,,,,,78467V707,BFN8Q07,The investment seeks to provide current income consistent with preservation of capital and daily liquidity through short duration high quality investments.  The Adviser invests  under normal circumstances  at least 80% of the fund's net assets (plus the amount of borrowings for investment purposes) in a diversified portfolio of U.S. dollar-denominated investment-grade fixed income securities. The fund may also invest in exchange aded products ('ETPs'). It is non-diversified.
LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,LGLV.K,LGLV:US,,NYSEArca,97.69 - 99.87,175159,04/14/2020,96.455972,803478247,819285000,1,2013-02-20,0.12,,US Equity ETF,134,,,,,na,na,na,na,na,na,na,,,,,,78468R804,B8F96J8,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of the SSGA US Large Cap Low Volatility Index.  The fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index is designed to measure the performance of the stocks of U.S. large capitalization companies that exhibit low volatility. Volatility is a statistical measurement of the magnitude of movements in a stock's price over time. The fund is non-diversified.
SMLV,SPDR SSGA US Small Cap Low Volatility Index ETF,SMLV.K,SMLV:US,,NYSEArca,69.05 - 72.57,41853,04/14/2020,69.62933,242310068,242034000,1,2013-02-20,0.12,,US Equity ETF,405,,,,,na,na,na,na,na,na,na,,,,,,78468R887,B9CP3X9,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of the SSGA US Small Cap Low Volatility Index.  The fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index is designed to measure the performance of the stocks of U.S. small capitalization companies that exhibit low volatility. Volatility is a statistical measurement of the magnitude of movements in a stock's price over time. The fund is non-diversified.
XLK,SPDR Technology Select Sector SPDR Fund,XLK,XLK:US,,NYSEArca,84.60 - 86.62,22102306,04/14/2020,85.42338,24773283942,24972809045,1,1998-12-16,0.13,,US Equity ETF,73,,,,,na,na,na,na,na,na,na,,,,,,81369Y803,2369709,The investment seeks investment results that  before expenses  correspond generally to the price and yield performance of publicly aded equity securities of companies in the Technology Select Sector Index.  In seeking to track the performance of the index  the fund employs a replication sategy  which means that the fund typically invests in substantially all of the securities represented in the index in approximately the same proportions as the index. It generally invests substantially all  but at least 95%  of its total assets in the securities comprising the index. The fund is non-diversified.
XLU,SPDR Utilities Select Sector SPDR Fund,XLU,XLU:US,,NYSEArca,58.75 - 61.78,24869333,04/14/2020,58.870471,12066925342,11104073024,1,1998-12-16,0.13,,US Equity ETF,30,,,,,na,na,na,na,na,na,na,,,,,,81369Y886,2371812,The investment seeks to provide investment results that  before expenses  correspond generally to the price and yield performance of publicly aded equity securities of companies in the Utilities Select Sector Index.  In seeking to track the performance of the index  the fund employs a replication sategy. It generally invests substantially all  but at least 95%  of its total assets in the securities comprising the index. The index includes securities of companies from the following indusies: elecic utilities; water utilities; multi-utilities; independent power and renewable elecicity producers; and gas utilities. The fund is non-diversified.
PSK,SPDR Wells Fargo Preferred Stock ETF,PSK,PSK:US,,NYSEArca,40.35 - 41.76,347154,04/14/2020,40.930722,1002802689,1015170000,1,2009-09-16,0.45,,US Fixed Income ETF,168,,,,,na,na,na,na,na,na,na,,,,,,78464A292,B4MTQL5,The investment seeks to provide investment results that  before fees and expenses  correspond generally to the total return performance of an index.  In seeking to track the performance of Wells Fargo Hybrid and Preferred Securities Aggregate Index (the 'index')  the fund employs a sampling sategy. It generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index. The index is a modified market capitalization weighted index designed to measure the performance of non-convertible preferred stock and securities that are functionally equivalent to preferred stock. The fund is non-diversified.
XLC,SPDR� Communication Services Select Sector ETF,XLC,XLC:US,,NYSEArca,46.08 - 47.06,5795241,04/14/2020,46.667059, ,6991336000,1,2018-06-18,0.13,,US Equity ETF, 26,,,,,-1.33329437456421, 1717978708, 1717986918,-1.11206905500168E-271, 2.39343452831959E-259,-515358604,-542239622,,,,,,81369Y852,BFXHC51,The investment seeks to correspond generally to the price and yield performance of publicly aded equity securities of companies in the Communication Services Select Sector Index.  Normally  the fund generally invests substantially all  but at least 95%  of its total assets in the securities comprising the index. The index includes companies that have been identified as Communication Services companies by the GICS    including securities of companies from the following indusies: diversified telecommunication services; wireless telecommunication services; media; entertainment; and interactive media &amp; services. The fund is non-diversified.
GLDM,SPDR� Gold MiniSharesSM Trust,GLDM.K,GLDM:US,,NYSEArca,16.66 - 16.86,2894237,04/14/2020,16.7526222, ,2031090000, ,2018-06-25,0.18,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,9.8149E+208,BF140X8,
CNRG,SPDR� S&P Kensho Clean Power ETF,CNRG.K,CNRG:US,,NYSEArca,39.28 - 40.46,17900,04/14/2020,39.714552, ,19637244, ,2018-10-19,0.45,,US Equity ETF,43,,,,,na,na,na,na,na,na,na,,,,,,78468R655,BDR0G50,
ROKT,SPDR� S&P Kensho Final Frontiers ETF,ROKT.K,ROKT:US,,NYSEArca,28.35 - 29.05,6667,04/14/2020,27.744519, ,4438368, ,2018-10-19,0.45,,US Equity ETF,27,,,,,na,na,na,na,na,na,na,,,,,,78468R630,BDR0G61,
FITE,SPDR� S&P Kensho Future Security ETF,FITE.K,FITE:US,,NYSEArca,32.93 - 32.93,6893,04/14/2020,32.10624, ,16043000, ,2017-12-18,0.45,,US Equity ETF,63,,,,,na,na,na,na,na,na,na,,,,,,78468R671,BD1DX65,
SIMS,SPDR� S&P Kensho Intelligent Structures ETF,SIMS.K,SIMS:US,,NYSEArca,25.35 - 25.68,3883,04/14/2020,24.764897, ,5919216, ,2017-12-18,0.45,,US Equity ETF,42,,,,,na,na,na,na,na,na,na,,,,,,78468R697,BDZ31T0,
KOMP,SPDR� S&P Kensho New Economies Composite ETF,KOMP.K,KOMP:US,,NYSEArca,30.06 - 30.70,274095,04/14/2020,30.047117, ,496829400, ,2018-10-19,0.20,,US Equity ETF,386,,,,,na,na,na,na,na,na,na,,,,,,78468R648,BDR0G49,
HAIL,SPDR� S&P Kensho Smart Mobility ETF,HAIL.K,HAIL:US,,NYSEArca,22.52 - 23.06,4553,04/14/2020,22.752099, ,5006804, ,2017-12-18,0.45,,US Equity ETF,62,,,,,na,na,na,na,na,na,na,,,,,,78468R689,BDZ31S9,
ZCAN,SPDR� Solactive Canada ETF,ZCAN.K,ZCAN:US,,NYSEArca,48.62 - 48.62,1874,04/14/2020,48.302097, ,18228037.5,1,2014-06-11,0.14,,Global Equity ETF,92,,,,,na,na,na,na,na,na,na,,,,,,78463X376,BN98PQ6,The investment seeks to track the performance of the Solactive GBS Canada Large &amp; Mid Cap Index.  The fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a free float-adjusted market capitalization index that is designed to measure the equity market performance of large- and mid-cap companies in Canada. The fund is non-diversified.
ZDEU,SPDR� Solactive Germany ETF,ZDEU.K,ZDEU:US,,NYSEArca,47.11 - 47.11,1229,04/14/2020,46.546339, ,5796650,1,2014-06-11,0.14,,Global Equity ETF,50,,,,,na,na,na,na,na,na,na,,,,,,78463X350,BN98PV1,The investment seeks to track the performance of the Solactive GBS Germany Large &amp; Mid Cap Index.  The fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a free float-adjusted market capitalization index that is designed to measure the equity market performance of large- and mid-cap companies in Germany. The fund is non-diversified.
ZHOK,SPDR� Solactive Hong Kong ETF,ZHOK.K,ZHOK:US,,NYSEArca,55.65 - 55.89,2961,04/14/2020,55.678616, ,6942500, ,2018-09-18,0.14,,Global Equity ETF,55,,,,,na,na,na,na,na,na,na,,,,,,78463X145,BFY34G3,
ZJPN,SPDR� Solactive Japan ETF,ZJPN.K,ZJPN:US,,NYSEArca,63.01 - 63.01,1503,04/14/2020,66.123162, ,6624900,1,2014-06-11,0.14,,Global Equity ETF,320,,,,,na,na,na,na,na,na,na,,,,,,78463X368,BN98PS8,The investment seeks to track the performance of the Solactive GBS Japan Large &amp; Mid Cap Index.  The fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a free float-adjusted market capitalization index that is designed to measure the equity market performance of large- and mid-cap companies in Japan. The fund is non-diversified.
ZGBR,SPDR� Solactive United Kingdom ETF,ZGBR.K,ZGBR:US,,NYSEArca,38.37 - 38.49,4846,04/14/2020,38.358547, ,9523875,1,2014-06-11,0.14,,Global Equity ETF,109,,,,,na,na,na,na,na,na,na,,,,,,78463X335,BN98PT9,The investment seeks to track the performance of the Solactive GBS United Kingdom Large &amp; Mid Cap Index.  The fund generally invests substantially all  but at least 80%  of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a free float-adjusted market capitalization index that is designed to measure the equity market performance of large- and mid-cap companies in the United Kingdom. The fund is non-diversified.
FISR,SPDR� SSGA Fixed Income Sector Rotation ETF,FISR.K,FISR:US,,NYSEArca,31.33 - 31.79,17085,04/14/2020,31.389383, ,35575451, ,2019-04-02,0.50,,US Fund of Funds ETF,6,,,,,na,na,na,na,na,na,na,,,,,,78470P507,BJHMLR5,
XLSR,SPDR� SSGA US Sector Rotation ETF,XLSR.K,XLSR:US,,NYSEArca,29.93 - 30.44,23796,04/14/2020,29.74174, ,48444578, ,2019-04-02,0.70,,US Fund of Funds ETF,6,,,,,na,na,na,na,na,na,na,,,,,,78470P408,BJHMLT7,
SGDM,Sprott Gold Miners ETF,SGDM.K,SGDM:US,,NYSEArca,22.90 - 24.45,58046,04/14/2020,26.27,191794462,191990000,1,2014-07-14,0.50,,Commodity Based ETF,998,,,,,na,na,na,na,na,na,na,,,,,,85210B102,BJVNC60,The investment seeks results that correspond (before fees and expenses) generally to the performance of the Sprott Zacks Gold Miners Index.  The index aims to track the performance of gold and silver mining companies whose stocks are aded on major U.S. exchanges. In addition to common stock or American Depository Receipts of gold mining companies  the index may include common stock or ADRs of silver mining companies. The fund will normally invest at least 90% of its net assets in securities that comprise the index. The fund is non-diversified.
SGDJ,Sprott Junior Gold Miners ETF,SGDJ.K,SGDJ:US,,NYSEArca,26.06 - 27.20,29438,04/14/2020,28.93,52074544,52920000,1,2015-03-31,0.50,,Commodity Based ETF,998,,,,,na,na,na,na,na,na,na,,,,,,85210B201,BJVNC71,The investment seeks investment results that correspond (before fees and expenses) generally to the performance of its underlying index  the Sprott Zacks Junior Gold Miners Index.  The fund will invest at least 90% of its net assets in securities that comprise the underlying index. The underlying index aims to track the performance of 'junior' gold and junior silver mining companies whose stocks are aded on major U.S. or Canadian exchanges. Junior companies include early stage mining companies that are in the exploration stage only or that hold properties that might not ultimately produce gold or silver. It is non-diversified.
