NUM;ETF TYPE;EXCHANGE TRADED FUNDS NAME;ISIN;PRODUCT FAMILY;XETRA SYMBOL;REUTERS CODE;BLOOMBERG TICKER;MANAGEMENT FEE IN %;ONGOING CHARGES;USE OF PROFITS;REPLICATION METHOD;FUND CURRENCY;TRADING CURRENCY;MQV;MAX SPREAD;iNAV (REUTERS);iNAV (BLOOMBERG);BENCHMARK;HOMEPAGE ISSUER
1184;ETF;iShares MSCI USA ESG Screened UCITS ETF USD (Acc);IE00BFNM3G45;iShares;SGAS;SGAG.DE;SGAS GY;;0,07%;Accumulating;Optimised;USD;EUR;50000 EUR;3,00%;19I1INAV.DE;INAVSASE;MSCI USA ESG Screened Index;www.ishares.com
1185;ETF;iShares MSCI USA ESG Screened UCITS ETF USD (Dist);IE00BFNM3H51;iShares;SLUS;SLUS.DE;SLUS GY;;0,07%;Distributing;Optimised;USD;EUR;50000 EUR;3,00%;19I6INAV.DE;INAVSDUE;MSCI USA ESG Screened Index;www.ishares.com
1186;ETF;iShares MSCI World ESG Screened UCITS ETF USD (Acc);IE00BFNM3J75;iShares;SNAW;SNAW.DE;SNAW GY;;0,20%;Accumulating;Optimised;USD;EUR;50000 EUR;3,00%;19JBINAV.DE;INAVSAWE;MSCI World ESG Screened Index;www.ishares.com
1187;ETF;iShares MSCI World ESG Screened UCITS ETF USD (Dist);IE00BFNM3K80;iShares;S6DW;S6DW.DE;S6DW GY;;0,20%;Distributing;Optimised;USD;EUR;50000 EUR;3,00%;19JGINAV.DE;INAVSWDE;MSCI World ESG Screened Index;www.ishares.com
1188;ETF;Lyxor Barclays Floating Rate Euro 0-7Y UCITS ETF - Acc;LU1829218319;Lyxor;NK4L;NK4L.DE;NK4L GY;;0,15%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;IFLOTINAV.PA;FLOTEUIV;Bloomberg Barclays MSCI Euro Corporate Liquid FRN 0-7 Year SRI Sustainable Index;www.lyxoretf.de
1189;ETF;Lyxor BofAML EUR High Yield Ex-Financial Bond UCITS ETF - Dist;LU1812090543;Lyxor;LYQY;LYQY.DE;LYQY GY;;0,45%;Distributing;Swap-based;EUR;EUR;100000 EUR;3,00%;.IYIEL;HYIV;BofA Merrill Lynch BB-CCC Euro Developed Markets Non-Financial High Yield Constrained Index;www.lyxoretf.de
1190;ETF;Lyxor Euro Corporate Bond Ex Financials UCITS ETF - Acc;LU1829218822;Lyxor;LYBF;LYBF.DE;LYBF GY;;0,20%;Accumulating;Swap-based;EUR;EUR;100000 EUR;1,50%;.INCNB;CBEFIV;Bloomberg Barclays MSCI Euro Corporate Liquid ex Financial SRI Sustainable Index;www.lyxoretf.de
1191;ETF;Lyxor Euro Corporate Bond UCITS ETF - Acc;LU1829219127;Lyxor;LYEB;LYEB.DE;LYEB GY;;0,20%;Accumulating;Swap-based;EUR;EUR;100000 EUR;1,50%;.INCRP;CRPIV;Bloomberg Barclays MSCI Euro Corporate Liquid SRI Sustainable Index;www.lyxoretf.de
1192;ETF;Lyxor EuroMTS Covered Bond Aggregate UCITS ETF - Dist;LU1686830065;Lyxor;LCVB;LCVB.DE;LCVB GY;;0,17%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;.INECB;ECBEURIV;FTSE MTS Covered Bond Index;www.lyxoretf.de
1193;ETF;Lyxor iBoxx USD Liquid Emerging Markets Sovereign UCITS ETF - Dist;LU1686830909;Lyxor;LYQS;LYQS.DE;LYQS GY;;0,30%;Distributing;Swap-based;USD;EUR;100000 EUR;1,25%;.ILEMB;EMKTBIV;Markit iBoxx USD Liquid Emerging Markets Sovereigns Mid Price TCA Index;www.lyxoretf.de
1194;ETF;iShares MSCI Brazil UCITS ETF (DE) (Acc);DE000A0Q4R85;iShares;4BRZ;4BRZ.DE;4BRZ GY;;0,49%;Accumulating;Full Replication;USD;USD;50000 USD;1,50%;;INAV4BRU;MSCI Brazil Index;www.ishares.com
1195;ETF;Amundi STOXX Global Artificial Intelligence UCITS ETF (C);LU1861132840;Amundi;GOAI;GOAI.DE;GOAI GY;;0,35%;Accumulating;Swap-based;EUR;EUR;2022 shares;2,00%;IGOAIINAV.PA;IGOAI;STOXX AI Global Artificial Intelligence ADTV5 Index;www.amundietf.de
1196;ETF;SPDR S&P 500 EUR Hdg UCITS ETF (Acc);IE00BYYW2V44;SPDR;SPPE;SPPE.DE;SPPE GY;;0,12%;Accumulating;Full Replication;EUR;EUR;100000 EUR;1,50%;;INSPPE;S&P 500 EUR Dynamic Hedged Index;www.spdrseurope.com
1197;ETF;Amundi Index MSCI Europe SRI UCITS ETF DR (C);LU1861137484;Amundi;MIVB;MIVB.DE;MIVB GY;;0,18%;Accumulating;Full Replication;EUR;EUR;1700 shares;2,00%;IEUSRIINAV.PA;IEUSRI;MSCI Europe SRI 5% Issuer Capped Index;www.amundietf.de
1198;ETF;Amundi Index MSCI USA SRI UCITS ETF DR (C);LU1861136247;Amundi;GNAR;GNAR.DE;GNAR GY;;0,18%;Accumulating;Full Replication;USD;EUR;1700 shares;2,00%;IUSRIINAV.PA;IUSRI;MSCI USA SRI 5% Issuer Capped Index;www.amundietf.de
1199;ETF;Amundi Index MSCI World SRI UCITS ETF DR (C);LU1861134382;Amundi;XAMB;XAMB.DE;XAMB GY;;0,18%;Accumulating;Full Replication;USD;EUR;1700 shares;2,00%;IWSRIINAV.PA;IWSRI;MSCI World SRI 5% Issuer Capped Index;www.amundietf.de
1200;ETF;iShares Digital Security UCITS ETF USD (Dist);IE00BG0J4841;iShares;IS4S;IS4S.DE;IS4S GY;;0,40%;Distributing;Optimised;USD;EUR;50000 EUR;3,00%;0DJSINAV.DE;INAVSHLE;STOXX Global Digital Security Index;www.ishares.com
1201;ETF;Lyxor EURO STOXX Banks (DR) UCITS ETF - Acc;LU1829219390;Lyxor;LYBK;LYBK.DE;LYBK GY;;0,30%;Accumulating;Full Replication;EUR;EUR;100000 EUR;2,00%;BNKEEUIV=SOLA;BNKEEUIV;EURO STOXX Banks Index;www.lyxoretf.de
1202;ETF;Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond 1-3Y (DR) UCITS ETF - Acc;LU1829219556;Lyxor;LYS4;LYS4.DE;LYS4 GY;;0,17%;Accumulating;Full Replication;EUR;EUR;100000 EUR;1,50%;AAA13IV=SOLA;AAA13IV;FTSE MTS Mid Price Highest Rated Macro-Weighted 1-3 Index;www.lyxoretf.de
1203;ETF;Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond 3-5Y (DR) UCITS ETF - Acc;LU1829219713;Lyxor;LYS5;LYS5.DE;LYS5 GY;;0,17%;Accumulating;Full Replication;EUR;EUR;100000 EUR;1,50%;AAA35INAV=SOLA;AAA35IV;FTSE MTS Mid Price Highest Rated Macro-Weighted 3-5 Index;www.lyxoretf.de
1204;ETF;Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond 5-7Y (DR) UCITS ETF - Acc;LU1829219986;Lyxor;LYS6;LYS6.DE;LYS6 GY;;0,17%;Accumulating;Full Replication;EUR;EUR;100000 EUR;1,50%;AAA57INAV=SOLA;AAA57IV;FTSE MTS Mid Price Highest Rated Macro-Weighted 5-7 Index;www.lyxoretf.de
1205;ETF;Lyxor FTSE EPRA/NAREIT Global Developed UCITS ETF - Dist (EUR);LU1832418773;Lyxor;LMWE;LMWE.DE;LMWE GY;;0,45%;Distributing;Swap-based;EUR;EUR;100000 EUR;2,00%;LYXREWLDINAV=SOLA;REWLDIV;FTSE EPRA/NAREIT Developed Index;www.lyxoretf.de
1206;ETF;Lyxor MSCI All Country World UCITS ETF - Acc (EUR);LU1829220216;Lyxor;LYY0;LYY0.DE;LYY0 GY;;0,45%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;ACWIINAV=SOLA;ACWIEUIV;MSCI All Country World Index;www.lyxoretf.de
1207;ETF;Xtrackers iBoxx USD Corporate Bond Yield Plus UCITS ETF 2C EUR Hedged;IE00BFMKQ930;Xtrackers;XYLE;XYLE.DE;XYLE GY;;0,30%;Accumulating;Optimised;USD;EUR;50000 EUR;5,00%;XYLEEURINAV=SOLA;XYLEEUIV;Markit iBoxx USD Corporates 1-20 Yield Plus Index;www.etf.dws.com
1208;ETF;Xtrackers Nikkei 225 UCITS ETF 2D EUR Hedged;LU1875395870;Xtrackers;XDJE;XDJE.DE;XDJE GY;;0,19%;Distributing;Full Replication;USD;EUR;50000 EUR;5,00%;XDJEEURINAV=SOLA;XDJEEUIV;Nikkei 225 Index;www.etf.dws.com
1209;ETF;Xtrackers S&P 500 UCITS ETF 1D EUR Hedged;IE00BGJWX091;Xtrackers;XDPD;XDPD.DE;XDPD GY;;0,20%;Distributing;Full Replication;USD;EUR;50000 EUR;5,00%;XDPDEURINAV=SOLA;XDPDEUIV;S&P 500 Index;www.etf.dws.com
1210;ETF;UBS ETF (LU) Sustainable Development Bank Bonds UCITS ETF (USD) A-acc;LU1852211215;UBS ETF;MDBA;MDBA.DE;MDBA GY;;0,18%;Accumulating;Optimised;USD;EUR;100000 EUR;2,00%;.IMDBUEUR;UETF0047;Solactive UBS Global Multilateral Development Bank Bond USD 25% Issuer Capped Index;www.ubs.com/etf
1211;ETF;UBS ETF (LU) Sustainable Development Bank Bonds UCITS ETF (USD) A-dis;LU1852212965;UBS ETF;MDBU;MDBU.DE;MDBU GY;;0,18%;Distributing;Optimised;USD;EUR;100000 EUR;2,00%;.IMDBUEUR;UETF0046;Solactive UBS Global Multilateral Development Bank Bond USD 25% Issuer Capped Index;www.ubs.com/etf
1212;ETF;Lyxor Core US Treasury 10+Y (DR) UCITS ETF - Dist;LU1407890620;Lyxor;DJAD;DJAD.DE;DJAD GY;;0,07%;Distributing;Full Replication;USD;EUR;100000 EUR;1,50%;US10INAV=SOLA;US10IV;Bloomberg Barclays US Treasury 10+ Year Bond Index;www.lyxoretf.de
1213;ETF;Lyxor Core US Treasury 7-10Y (DR) UCITS ETF - Dist;LU1407888053;Lyxor;LYX7;LYX7.DE;LYX7 GY;;0,07%;Distributing;Full Replication;USD;EUR;100000 EUR;1,50%;LYX7EURINAV=SOLA;LYX7IV;Bloomberg Barclays US Treasury 7-10 Year Bond Index;www.lyxoretf.de
1214;ETF;Lyxor FTSE EPRA/NAREIT United States UCITS ETF - Dist (EUR);LU1832418856;Lyxor;LYEU;LYEU.DE;LYEU GY;;0,40%;Distributing;Swap-based;EUR;EUR;100000 EUR;2,00%;LYXREUSAINAV=SOLA;REUSAIV;FTSE EPRA/NAREIT United States Index;www.lyxoretf.de
1215;ETF;Lyxor PRIVEX UCITS ETF - Dist;LU1812091947;Lyxor;LPVX;LPVX.DE;LPVX GY;;0,70%;Distributing;Swap-based;EUR;EUR;100000 EUR;2,00%;LYPVXINAV=SOLA;LYPVXIV;PRIVEX Index;www.lyxoretf.de
1216;ETF;Lyxor STOXX Europe 600 Real Estate UCITS ETF - Dist;LU1812091194;Lyxor;LEEU;LEEU.DE;LEEU GY;;0,30%;Distributing;Swap-based;EUR;EUR;100000 EUR;2,00%;LYMEHINAV=SOLA;LYMEHIV;STOXX Europe 600 Real Estate Index;www.lyxoretf.de
1217;ETF;Lyxor STOXX Europe Select Dividend 30 UCITS ETF - Dist;LU1812092168;Lyxor;SELD;SELD.DE;SELD GY;;0,30%;Distributing;Swap-based;EUR;EUR;100000 EUR;2,00%;LYSELINAV=SOLA;LYSELIV;STOXX Europe Select Dividend 30 Index;www.lyxoretf.de
1218;ETF;Lyxor Inverse EUR 2-10Y Inflation Expectations UCITS ETF - Acc;LU1900069300;Lyxor;EUII;EUII.DE;EUII GY;;0,35%;Accumulating;Swap-based;EUR;EUR;100000 EUR;1,50%;LINFEURINAV=SOLA;LINFEUIV;Markit iBoxx EUR Inverse Breakeven EUR-Inflation France & Germany Index;www.lyxoretf.de
1219;ETF;Lyxor Inverse USD 10Y Inflation Expectations UCITS ETF - Acc;LU1879532940;Lyxor;UINE;UINE.DE;UINE GY;;0,35%;Accumulating;Swap-based;USD;EUR;100000 EUR;1,50%;UINFEURINAV=SOLA;UINFEUIV;Markit iBoxx USD Inverse Breakeven 10-Year Inflation Index;www.lyxoretf.de
1220;ETF;UC MSCI European Green Bond EUR UCITS ETF;LU1899270539;Unicredit ETF;ECBI;ECBI.DE;ECBI GY;;0,35%;Accumulating;Full Replication;EUR;EUR;100000 EUR;2,00%;ECBIEURINAV=SOLA;ECBIEUIV;Bloomberg Barclays MSCI European Green Bond Issuer Capped Euro Index;www.hypovereinsbank.de
1221;ETF;VanEck Vectors European Equal Weight UCITS ETF;NL0010731816;VanEck Vectors;V3ET;V3ET.DE;V3ET GY;;0,20%;Distributing;Full Replication;EUR;EUR;50000 EUR;3,00%;ITEETINAV.PA;ITEET;Solactive European Equity Index;www.vaneck.com
1222;ETF;VanEck Vectors Global Equal Weight UCITS ETF;NL0009690221;VanEck Vectors;T6ET;T6ET.DE;T6ET GY;;0,20%;Distributing;Full Replication;EUR;EUR;50000 EUR;3,00%;ITGETINAV.PA;ITGET;Solactive Global Equity Index;www.vaneck.com
1223;ETF;VanEck Vectors Global Real Estate UCITS ETF;NL0009690239;VanEck Vectors;TRET;TRET.DE;TRET GY;;0,25%;Distributing;Full Replication;EUR;EUR;50000 EUR;3,00%;ITRETINAV.PA;ITRET;Global Property Research Index;www.vaneck.com
1224;ETF;VanEck Vectors iBoxx EUR Corporates UCITS ETF;NL0009690247;VanEck Vectors;TCBT;TCBT.DE;TCBT GY;;0,15%;Distributing;Full Replication;EUR;EUR;50000 EUR;3,00%;ITCBTINAV.PA;ITCBT;Markit iBoxx EUR Liquid Corporates Index;www.vaneck.com
1225;ETF;VanEck Vectors iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF;NL0010273801;VanEck Vectors;VIGB;VIGB.DE;VIGB GY;;0,15%;Distributing;Full Replication;EUR;EUR;50000 EUR;3,00%;ITATINAV.PA;ITAT;Markit iBoxx EUR Liquid Sovereigns Capped AAA-AA 1-5 Index;www.vaneck.com
1226;ETF;VanEck Vectors iBoxx EUR Sovereign Diversified 1-10 UCITS ETF;NL0009690254;VanEck Vectors;TGBT;TGBT.DE;TGBT GY;;0,15%;Distributing;Full Replication;EUR;EUR;50000 EUR;3,00%;ITGBTINAV.PA;ITGBT;Markit iBoxx EUR Liquid Sovereign Diversified AAA-AA 1-10 Index;www.vaneck.com
1227;ETF;VanEck Vectors Morningstar Developed Markets Dividend Leaders UCITS ETF;NL0011683594;VanEck Vectors;VDIV;VDIV.DE;VDIV GY;;0,38%;Distributing;Full Replication;EUR;EUR;50000 EUR;3,00%;ITDIVINAV.PA;ITDIV;Morningstar Developed Markets Large Cap Dividends Leaders Index;www.vaneck.com
1228;ETF;VanEck Vectors Morningstar North America Equal Weight UCITS ETF;NL0011376074;VanEck Vectors;VMUS;VMUS.DE;VMUS GY;;0,20%;Distributing;Full Replication;EUR;EUR;50000 EUR;3,00%;ITNAEINAV.PA;ITNAE;Morningstar North America 100 Equal Weight Index;www.vaneck.com
1229;ETF;VanEck Vectors Sustainable World Equal Weight UCITS ETF;NL0010408704;VanEck Vectors;TSWE;TSWE.DE;TSWE GY;;0,30%;Distributing;Full Replication;EUR;EUR;50000 EUR;3,00%;ITSWEINAV.PA;ITSWE;Solactive Sustainable World Equity Index;www.vaneck.com
1230;ETF;iShares Edge MSCI EM Value Factor UCITS ETF USD (Acc);IE00BG0SKF03;iShares;5MVL;5MVL.DE;5MVL GY;;0,40%;Accumulating;Optimised;USD;EUR;50000 EUR;3,00%;EQGHINAV.DE;INAVEMVE;MSCI Emerging Markets Select Value Factor Focus Index;www.ishares.com
1231;ETF;iShares Asia Property Yield UCITS ETF USD (Acc);IE00BGDPWV87;iShares;AYEP;AYEP.DE;AYEP GY;;0,59%;Accumulating;Full Replication;USD;EUR;50000 EUR;3,00%;EQB2INAV.DE;INAVAYEE;FTSE EPRA/NAREIT Developed Asia Index;www.ishares.com
1232;ETF;iShares European Property Yield UCITS ETF EUR (Acc);IE00BGDQ0L74;iShares;IPRE;IPRE.DE;IPRE GY;;0,40%;Accumulating;Full Replication;EUR;EUR;50000 EUR;3,00%;EQB7INAV.DE;INAVIPRE;FTSE EPRA/NAREIT Developed Europe Index;www.ishares.com
1233;ETF;iShares $ Corp Bond 0-3yr ESG UCITS ETF EUR Hedged (Acc);IE00BG5QQ390;iShares;IU0E;IU0E.DE;IU0E GY;;0,17%;Accumulating;Optimised;EUR;EUR;50000 EUR;3,00%;0X2LINAV.DE;INAVIU0E;Bloomberg Barclays MSCI US Corporate 0-3 Sustainable SRI Index;www.ishares.com
1234;ETF;WisdomTree Artificial Intelligence UCITS ETF;DE000A2N7NJ6;WisdomTree;WTI2;WTI2.DE;WTI2 GY;;0,40%;Accumulating;Full Replication;USD;EUR;100000 EUR;3,00%;ILGEUINAV.PA;WTAIEIV;Nasdaq CTA Artificial Intelligence Index;www.wisdomtree.eu/home
1235;ETF;L&G Asia Pacific ex Japan Equity UCITS ETF;DE000A2PANR9;L&G ETF;ETLK;ETLK.DE;ETLK GY;;0,10%;Accumulating;Optimised;USD;EUR;50000 EUR;5,00%;;;Solactive Core Developed Markets Pacific ex Japan Large & Mid Cap Index;www.lgimetf.com
1236;ETF;L&G Europe ex UK Equity UCITS ETF;DE000A2PADM1;L&G ETF;ETLN;ETLN.DE;ETLN GY;;0,10%;Accumulating;Optimised;EUR;EUR;50000 EUR;5,00%;ILGGLINAV.PA;ILGGL;Solactive Core Developed Markets Europe ex UK Large & Mid Cap Index;www.lgimetf.com
1237;ETF;L&G Global Equity UCITS ETF;DE000A2PADP4;L&G ETF;ETLQ;ETLQ.DE;ETLQ GY;;0,10%;Accumulating;Optimised;USD;EUR;50000 EUR;5,00%;ILGJPINAV.PA;ILGJP;Solactive Core Developed Markets Large & Mid Cap Index;www.lgimetf.com
1238;ETF;L&G Japan Equity UCITS ETF;DE000A2PADQ2;L&G ETF;ETLR;ETLR.DE;ETLR GY;;0,10%;Accumulating;Optimised;USD;EUR;50000 EUR;5,00%;ILGUSINAV.PA;ILGUS;Solactive Core Japan Large & Mid Cap Index;www.lgimetf.com
1239;ETF;L&G US Equity UCITS ETF;DE000A2PADR0;L&G ETF;ETLS;ETLS.DE;ETLS GY;;0,05%;Accumulating;Optimised;USD;EUR;50000 EUR;5,00%;ILGAPINAV.PA;ILGAP;Solactive Core United States Large & Mid Cap Index;www.lgimetf.com
1240;ETF;Lyxor Nasdaq-100 UCITS ETF - Acc;LU1829221024;Lyxor;LYMS;USTE.DE;LYMS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;5,00%;LYXREWLDINAV=SOLA;LYMSIV;Nasdaq 100 Index;www.lyxoretf.de
1241;ETF;Lyxor STOXX Europe 600 Banks UCITS ETF - Acc;LU1834983477;Lyxor;LBNK;LBNK.DE;LBNK GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;BREINAV=SOLA;BNKIV;STOXX Europe 600 Banks Index;www.lyxoretf.de
1242;ETF;Lyxor STOXX Europe 600 Basic Resources UCITS ETF - Acc;LU1834983550;Lyxor;LBRE;LBRE.DE;LBRE GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;CHMINAV=SOLA;BREIV;STOXX Europe 600 Basic Resources Index;www.lyxoretf.de
1243;ETF;Lyxor STOXX Europe 600 Food & Beverage UCITS ETF - Acc;LU1834985845;Lyxor;LFOD;LFOD.DE;LFOD GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;HLTINAV=SOLA;FOOIV;STOXX Europe 600 Food & Beverage Index;www.lyxoretf.de
1244;ETF;Lyxor STOXX Europe 600 Healthcare UCITS ETF - Acc;LU1834986900;Lyxor;LHTC;LHTC.DE;LHTC GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;INDINAV=SOLA;HLTIV;STOXX Europe 600 Health Care Index;www.lyxoretf.de
1245;ETF;Lyxor STOXX Europe 600 Oil & Gas UCITS ETF - Acc;LU1834988278;Lyxor;LOGS;LOGS.DE;LOGS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;LYXPHGINAV=SOLA;LYOILIV;STOXX Europe 600 Oil & Gas Index;www.lyxoretf.de
1246;ETF;Lyxor STOXX Europe 600 Technology UCITS ETF - Acc;LU1834988518;Lyxor;LTUG;LTUG.DE;LTUG GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;LYTELINAV=SOLA;LYXTNOIV;STOXX Europe 600 Technology Index;www.lyxoretf.de
1247;ETF;Lyxor STOXX Europe 600 Telecommunications UCITS ETF - Acc;LU1834988609;Lyxor;LTCM;LTCM.DE;LTCM GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;LYXTRVINAV=SOLA;LYTELIV;STOXX Europe 600 Telecommunications Index;www.lyxoretf.de
1248;ETF;Lyxor STOXX Europe 600 Utilities UCITS ETF - Acc;LU1834988864;Lyxor;LUTI;LUTI.DE;LUTI GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;ROAIEURINAV=SOLA;LYXUTIIV;STOXX Europe 600 Utilities Index;www.lyxoretf.de
1249;ETF;Invesco MSCI Europe ESG Leaders Catholic Principles UCITS ETF 1D;IE00BG0NY640;Invesco;ICFP;ICFP.DE;ICFP GY;;0,30%;Distributing;Full Replication;EUR;EUR;100000 EUR;5,00%;18F8INAV.DE;ICFPIN;MSCI Europe Select Catholic Principles ESG Leaders 10/40 Index;etf.invesco.com
1250;ETF;Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF - Acc;LU1834983394;Lyxor;LAUT;LAUT.DE;LAUT GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;BNKINAV=SOLA;AUTIV;STOXX Europe 600 Automobiles & Parts Index;www.lyxoretf.de
1251;ETF;Lyxor STOXX Europe 600 Chemicals UCITS ETF - Acc;LU1834983634;Lyxor;LCHM;LCHM.DE;LCHM GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;CSTINAV=SOLA;CHMIV;STOXX Europe 600 Chemicals Index;www.lyxoretf.de
1252;ETF;Lyxor STOXX Europe 600 Construction & Materials UCITS ETF - Acc;LU1834983808;Lyxor;LCST;LCST.DE;LCST GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;FININAV=SOLA;CSTIV;STOXX Europe 600 Construction & Materials Index;www.lyxoretf.de
1253;ETF;Lyxor STOXX Europe 600 Financial Services UCITS ETF - Acc;LU1834984798;Lyxor;LFIN;LFIN.DE;LFIN GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;FOOINAV=SOLA;FINIV;STOXX Europe 600 Financial Services Index;www.lyxoretf.de
1254;ETF;Lyxor STOXX Europe 600 Industrial Goods & Services UCITS ETF - Acc;LU1834987890;Lyxor;LIGS;LIGS.DE;LIGS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;INSINAV=SOLA;INDEUIV;STOXX Europe 600 Industrial Goods & Services Index;www.lyxoretf.de
1255;ETF;Lyxor STOXX Europe 600 Insurance UCITS ETF - Acc;LU1834987973;Lyxor;LIRU;LIRU.DE;LIRU GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;LYXMDAINAV=SOLA;INSIV;STOXX Europe 600 Insurance Index;www.lyxoretf.de
1256;ETF;Lyxor STOXX Europe 600 Media UCITS ETF - Acc;LU1834988195;Lyxor;LMDA;LMDA.DE;LMDA GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;LYOILINAV=SOLA;LYXMDAIV;STOXX Europe 600 Media Index;www.lyxoretf.de
1257;ETF;Lyxor STOXX Europe 600 Personal & Household Goods UCITS ETF - Acc;LU1834988351;Lyxor;LPHG;LPHG.DE;LPHG GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;LYXRTAINAV=SOLA;LYXPHGIV;STOXX Europe 600 Personal & Household Goods Index;www.lyxoretf.de
1258;ETF;Lyxor STOXX Europe 600 Retail UCITS ETF - Acc;LU1834988435;Lyxor;LRET;LRET.DE;LRET GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;LYXTNOINAV=SOLA;LYXRTAIV;STOXX Europe 600 Retail Index;www.lyxoretf.de
1259;ETF;Lyxor STOXX Europe 600 Travel & Leisure UCITS ETF - Acc;LU1834988781;Lyxor;LTVL;LTVL.DE;LTVL GY;;0,30%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;LYXUTIINAV=SOLA;LYXTRVIV;STOXX Europe 600 Travel & Leisure Index;www.lyxoretf.de
1260;ETF;Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C;IE00BGV5VN51;Xtrackers;XAIX;XAIX.DE;XAIX GY;;0,35%;Accumulating;Full Replication;USD;EUR;50000 EUR;5,00%;XMOVEURINAV=SOLA;XAIXEUIV;Nasdaq Yewno Global Artificial Intelligence and Big Data Index;www.etf.dws.com
1261;ETF;Xtrackers Future Mobility UCITS ETF 1C;IE00BGV5VR99;Xtrackers;XMOV;XMOV.DE;XMOV GY;;0,35%;Accumulating;Full Replication;USD;EUR;50000 EUR;5,00%;X2EAINAV.DE;XMOVEUIV;Nasdaq Yewno Global Future Mobility Index;www.etf.dws.com
1262;ETF;Xtrackers S&P Europe ex UK UCITS ETF 1D;IE00BGV5VM45;Xtrackers;XUEK;XUEK.DE;XUEK GY;;0,09%;Distributing;Full Replication;EUR;EUR;50000 EUR;5,00%;XAIXEURINAV=SOLA;XUEKEUIV;S&P Europe ex UK Large Mid Cap Index;www.etf.dws.com
1263;ETF;Invesco MDAX UCITS ETF;IE00BHJYDV33;Invesco;DEAM;DEAM.DE;DEAM GY;;0,19%;Accumulating;Full Replication;EUR;EUR;100000 EUR;5,00%;EQG7INAV.DE;DEAMIN;MDAX Index;etf.invesco.com
1264;ETF;Vanguard EUR Corporate Bond UCITS ETF - (EUR) Accumulating;IE00BGYWT403;Vanguard;VECA;VECA.DE;VECA GY;;0,09%;Accumulating;Optimised;EUR;EUR;5000 shares;5,00%;;IVECAEUR;Bloomberg Barclays  Euro Corporate Bond Index;www.de.vanguard
1265;ETF;Vanguard EUR Eurozone Government Bond UCITS ETF - (EUR) Accumulating;IE00BH04GL39;Vanguard;VGEA;VGEA.DE;VGEA GY;;0,07%;Accumulating;Optimised;EUR;EUR;5000 shares;5,00%;;IVGEAEUR;Bloomberg Barclays Euro Treasury Bond Index;www.de.vanguard
1266;ETF;Lyxor China Enterprise (HSCEI) UCITS ETF - Acc;LU1900068914;Lyxor;LCHI;LCHI.DE;LCHI GY;;0,65%;Accumulating;Swap-based;EUR;EUR;100000 EUR;2,00%;ASIEURINAV=SOLA;ASIEURIV;Hang Seng China Enterprise Index;www.lyxoretf.de
1267;ETF;Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Energy TR UCITS ETF - Acc;LU1829218582;Lyxor;LCTR;LCTR.DE;LCTR GY;;0,35%;Accumulating;Swap-based;EUR;EUR;100000 EUR;3,00%;HKIMINAV=SOLA;CRBNEUIV;Thomson Reuters/Jefferies CRB ex Energy Index;www.lyxoretf.de
1268;ETF;Lyxor Commodities Thomson Reuters/CoreCommodity CRB TR UCITS ETF - Acc;LU1829218749;Lyxor;LYTR;LYTR.DE;LYTR GY;;0,35%;Accumulating;Swap-based;EUR;EUR;100000 EUR;3,00%;AEJEURINAV=SOLA;CRBEURIV;Thomson Reuters/Jefferies CRB Index;www.lyxoretf.de
